"TIME","GEO","SEX","UNIT","Value","Flag and Footnotes"
"2019W34","Belgium","Total","Number","1 859",""
"2019W34","Denmark","Total","Number","1 006",""
"2019W34","Germany (until 1990 former territory of the FRG)","Total","Number","16 263",""
"2019W34","Spain","Total","Number","6 920",""
"2019W34","Italy","Total","Number","11 046",""
"2019W34","Sweden","Total","Number","1 542",""
"2019W34","Switzerland","Total","Number","1 252",""
"2019W34","United Kingdom","Total","Number","10 250","p"
"2019W35","Belgium","Total","Number","2 006",""
"2019W35","Denmark","Total","Number","996",""
"2019W35","Germany (until 1990 former territory of the FRG)","Total","Number","17 637",""
"2019W35","Spain","Total","Number","6 898",""
"2019W35","Italy","Total","Number","10 908",""
"2019W35","Sweden","Total","Number","1 642",""
"2019W35","Switzerland","Total","Number","1 147",""
"2019W35","United Kingdom","Total","Number","9 443","p"
"2019W36","Belgium","Total","Number","1 838",""
"2019W36","Denmark","Total","Number","983",""
"2019W36","Germany (until 1990 former territory of the FRG)","Total","Number","15 988",""
"2019W36","Spain","Total","Number","6 904",""
"2019W36","Italy","Total","Number","10 448",""
"2019W36","Sweden","Total","Number","1 441",""
"2019W36","Switzerland","Total","Number","1 172",""
"2019W36","United Kingdom","Total","Number","10 894","p"
"2019W37","Belgium","Total","Number","1 833",""
"2019W37","Denmark","Total","Number","966",""
"2019W37","Germany (until 1990 former territory of the FRG)","Total","Number","16 303",""
"2019W37","Spain","Total","Number","6 939",""
"2019W37","Italy","Total","Number","11 025",""
"2019W37","Sweden","Total","Number","1 559",""
"2019W37","Switzerland","Total","Number","1 252",""
"2019W37","United Kingdom","Total","Number","10 860","p"
"2019W38","Belgium","Total","Number","1 923",""
"2019W38","Denmark","Total","Number","1 007",""
"2019W38","Germany (until 1990 former territory of the FRG)","Total","Number","16 500",""
"2019W38","Spain","Total","Number","6 996",""
"2019W38","Italy","Total","Number","10 907",""
"2019W38","Sweden","Total","Number","1 540",""
"2019W38","Switzerland","Total","Number","1 296",""
"2019W38","United Kingdom","Total","Number","10 751","p"
"2019W39","Belgium","Total","Number","1 906",""
"2019W39","Denmark","Total","Number","1 016",""
"2019W39","Germany (until 1990 former territory of the FRG)","Total","Number","17 402",""
"2019W39","Spain","Total","Number","7 027",""
"2019W39","Italy","Total","Number","10 986",""
"2019W39","Sweden","Total","Number","1 648",""
"2019W39","Switzerland","Total","Number","1 237",""
"2019W39","United Kingdom","Total","Number","10 930","p"
"2019W40","Belgium","Total","Number","2 048",""
"2019W40","Denmark","Total","Number","972",""
"2019W40","Germany (until 1990 former territory of the FRG)","Total","Number","16 899",""
"2019W40","Spain","Total","Number","6 978",""
"2019W40","Italy","Total","Number","10 953",""
"2019W40","Sweden","Total","Number","1 638",""
"2019W40","Switzerland","Total","Number","1 234",""
"2019W40","United Kingdom","Total","Number","11 087","p"
"2019W41","Belgium","Total","Number","1 951",""
"2019W41","Denmark","Total","Number","1 033",""
"2019W41","Germany (until 1990 former territory of the FRG)","Total","Number","17 666",""
"2019W41","Spain","Total","Number","7 312",""
"2019W41","Italy","Total","Number","11 441",""
"2019W41","Sweden","Total","Number","1 654",""
"2019W41","Switzerland","Total","Number","1 278",""
"2019W41","United Kingdom","Total","Number","11 370","p"
"2019W42","Belgium","Total","Number","1 961",""
"2019W42","Denmark","Total","Number","998",""
"2019W42","Germany (until 1990 former territory of the FRG)","Total","Number","17 713",""
"2019W42","Spain","Total","Number","7 314",""
"2019W42","Italy","Total","Number","11 515",""
"2019W42","Sweden","Total","Number","1 622",""
"2019W42","Switzerland","Total","Number","1 298",""
"2019W42","United Kingdom","Total","Number","11 594","p"
"2019W43","Belgium","Total","Number","2 065",""
"2019W43","Denmark","Total","Number","1 026",""
"2019W43","Germany (until 1990 former territory of the FRG)","Total","Number","17 327",""
"2019W43","Spain","Total","Number","7 543",""
"2019W43","Italy","Total","Number","11 769",""
"2019W43","Sweden","Total","Number","1 724",""
"2019W43","Switzerland","Total","Number","1 307",""
"2019W43","United Kingdom","Total","Number","11 381","p"
"2019W44","Belgium","Total","Number","1 935",""
"2019W44","Denmark","Total","Number","954",""
"2019W44","Germany (until 1990 former territory of the FRG)","Total","Number","17 488",""
"2019W44","Spain","Total","Number","7 698",""
"2019W44","Italy","Total","Number","11 234",""
"2019W44","Sweden","Total","Number","1 638",""
"2019W44","Switzerland","Total","Number","1 224",""
"2019W44","United Kingdom","Total","Number","11 534","p"
"2019W45","Belgium","Total","Number","2 001",""
"2019W45","Denmark","Total","Number","1 046",""
"2019W45","Germany (until 1990 former territory of the FRG)","Total","Number","17 859",""
"2019W45","Spain","Total","Number","7 677",""
"2019W45","Italy","Total","Number","11 740",""
"2019W45","Sweden","Total","Number","1 698",""
"2019W45","Switzerland","Total","Number","1 264",""
"2019W45","United Kingdom","Total","Number","12 142","p"
"2019W46","Belgium","Total","Number","2 014",""
"2019W46","Denmark","Total","Number","1 037",""
"2019W46","Germany (until 1990 former territory of the FRG)","Total","Number","18 242",""
"2019W46","Spain","Total","Number","8 036",""
"2019W46","Italy","Total","Number","12 125",""
"2019W46","Sweden","Total","Number","1 674",""
"2019W46","Switzerland","Total","Number","1 365",""
"2019W46","United Kingdom","Total","Number","12 122","p"
"2019W47","Belgium","Total","Number","2 187",""
"2019W47","Denmark","Total","Number","1 057",""
"2019W47","Germany (until 1990 former territory of the FRG)","Total","Number","18 535",""
"2019W47","Spain","Total","Number","8 217",""
"2019W47","Italy","Total","Number","11 968",""
"2019W47","Sweden","Total","Number","1 712",""
"2019W47","Switzerland","Total","Number","1 331",""
"2019W47","United Kingdom","Total","Number","12 452","p"
"2019W48","Belgium","Total","Number","2 122",""
"2019W48","Denmark","Total","Number","1 095",""
"2019W48","Germany (until 1990 former territory of the FRG)","Total","Number","18 581",""
"2019W48","Spain","Total","Number","8 328",""
"2019W48","Italy","Total","Number","12 024",""
"2019W48","Sweden","Total","Number","1 688",""
"2019W48","Switzerland","Total","Number","1 375",""
"2019W48","United Kingdom","Total","Number","12 429","p"
"2019W49","Belgium","Total","Number","2 161",""
"2019W49","Denmark","Total","Number","1 104",""
"2019W49","Germany (until 1990 former territory of the FRG)","Total","Number","19 143",""
"2019W49","Spain","Total","Number","8 021",""
"2019W49","Italy","Total","Number","11 897",""
"2019W49","Sweden","Total","Number","1 731",""
"2019W49","Switzerland","Total","Number","1 218",""
"2019W49","United Kingdom","Total","Number","12 252","p"
"2019W50","Belgium","Total","Number","2 213",""
"2019W50","Denmark","Total","Number","1 107",""
"2019W50","Germany (until 1990 former territory of the FRG)","Total","Number","19 101",""
"2019W50","Spain","Total","Number","8 340",""
"2019W50","Italy","Total","Number","12 666",""
"2019W50","Sweden","Total","Number","1 719",""
"2019W50","Switzerland","Total","Number","1 367",""
"2019W50","United Kingdom","Total","Number","12 826","p"
"2019W51","Belgium","Total","Number","2 337",""
"2019W51","Denmark","Total","Number","1 042",""
"2019W51","Germany (until 1990 former territory of the FRG)","Total","Number","19 062",""
"2019W51","Spain","Total","Number","8 393",""
"2019W51","Italy","Total","Number","12 981",""
"2019W51","Sweden","Total","Number","1 826",""
"2019W51","Switzerland","Total","Number","1 401",""
"2019W51","United Kingdom","Total","Number","13 532","p"
"2019W52","Belgium","Total","Number","2 152",""
"2019W52","Denmark","Total","Number","1 038",""
"2019W52","Germany (until 1990 former territory of the FRG)","Total","Number","18 204",""
"2019W52","Spain","Total","Number","8 333",""
"2019W52","Italy","Total","Number","12 398",""
"2019W52","Sweden","Total","Number","1 718",""
"2019W52","Switzerland","Total","Number","1 329",""
"2019W52","United Kingdom","Total","Number","8 711","p"
"2019W99","Belgium","Total","Number",":",""
"2019W99","Denmark","Total","Number",":",""
"2019W99","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2019W99","Spain","Total","Number",":",""
"2019W99","Italy","Total","Number",":",""
"2019W99","Sweden","Total","Number","2 616",""
"2019W99","Switzerland","Total","Number",":",""
"2019W99","United Kingdom","Total","Number",":",""
"2020W01","Belgium","Total","Number","2 241","p"
"2020W01","Denmark","Total","Number","1 117","p"
"2020W01","Germany (until 1990 former territory of the FRG)","Total","Number","18 903","p"
"2020W01","Spain","Total","Number","8 655","p"
"2020W01","Italy","Total","Number","13 483","p"
"2020W01","Sweden","Total","Number","1 822",""
"2020W01","Switzerland","Total","Number","1 315","p"
"2020W01","United Kingdom","Total","Number","13 744","p"
"2020W02","Belgium","Total","Number","2 404","p"
"2020W02","Denmark","Total","Number","1 150","p"
"2020W02","Germany (until 1990 former territory of the FRG)","Total","Number","19 432","p"
"2020W02","Spain","Total","Number","9 345","p"
"2020W02","Italy","Total","Number","13 974","p"
"2020W02","Sweden","Total","Number","1 891",""
"2020W02","Switzerland","Total","Number","1 366","p"
"2020W02","United Kingdom","Total","Number","15 988","p"
"2020W03","Belgium","Total","Number","2 326","p"
"2020W03","Denmark","Total","Number","1 071","p"
"2020W03","Germany (until 1990 former territory of the FRG)","Total","Number","19 187","p"
"2020W03","Spain","Total","Number","9 873","p"
"2020W03","Italy","Total","Number","14 049","p"
"2020W03","Sweden","Total","Number","1 831",""
"2020W03","Switzerland","Total","Number","1 418","p"
"2020W03","United Kingdom","Total","Number","14 696","p"
"2020W04","Belgium","Total","Number","2 215","p"
"2020W04","Denmark","Total","Number","1 033","p"
"2020W04","Germany (until 1990 former territory of the FRG)","Total","Number","18 949","p"
"2020W04","Spain","Total","Number","9 887","p"
"2020W04","Italy","Total","Number","13 989","p"
"2020W04","Sweden","Total","Number","1 730",""
"2020W04","Switzerland","Total","Number","1 416","p"
"2020W04","United Kingdom","Total","Number","13 402","p"
"2020W05","Belgium","Total","Number","2 374","p"
"2020W05","Denmark","Total","Number","1 094","p"
"2020W05","Germany (until 1990 former territory of the FRG)","Total","Number","19 826","p"
"2020W05","Spain","Total","Number","9 889","p"
"2020W05","Italy","Total","Number","13 900","p"
"2020W05","Sweden","Total","Number","1 848",""
"2020W05","Switzerland","Total","Number","1 426","p"
"2020W05","United Kingdom","Total","Number","13 106","p"
"2020W06","Belgium","Total","Number","2 180","p"
"2020W06","Denmark","Total","Number","1 079","p"
"2020W06","Germany (until 1990 former territory of the FRG)","Total","Number","19 040","p"
"2020W06","Spain","Total","Number","9 090","p"
"2020W06","Italy","Total","Number","13 537","p"
"2020W06","Sweden","Total","Number","1 728",""
"2020W06","Switzerland","Total","Number","1 396","p"
"2020W06","United Kingdom","Total","Number","12 508","p"
"2020W07","Belgium","Total","Number","2 324","p"
"2020W07","Denmark","Total","Number","1 059","p"
"2020W07","Germany (until 1990 former territory of the FRG)","Total","Number","19 664","p"
"2020W07","Spain","Total","Number","8 744","p"
"2020W07","Italy","Total","Number","13 641","p"
"2020W07","Sweden","Total","Number","1 824",""
"2020W07","Switzerland","Total","Number","1 384","p"
"2020W07","United Kingdom","Total","Number","12 392","p"
"2020W08","Belgium","Total","Number","2 319","p"
"2020W08","Denmark","Total","Number","1 034","p"
"2020W08","Germany (until 1990 former territory of the FRG)","Total","Number","18 961","p"
"2020W08","Spain","Total","Number","8 354","p"
"2020W08","Italy","Total","Number","13 257","p"
"2020W08","Sweden","Total","Number","1 777",""
"2020W08","Switzerland","Total","Number","1 369","p"
"2020W08","United Kingdom","Total","Number","12 273","p"
"2020W09","Belgium","Total","Number","2 261","p"
"2020W09","Denmark","Total","Number","1 025","p"
"2020W09","Germany (until 1990 former territory of the FRG)","Total","Number","19 505","p"
"2020W09","Spain","Total","Number","8 300","p"
"2020W09","Italy","Total","Number","13 696","p"
"2020W09","Sweden","Total","Number","1 778",""
"2020W09","Switzerland","Total","Number","1 348","p"
"2020W09","United Kingdom","Total","Number","12 310","p"
"2020W10","Belgium","Total","Number","2 222","p"
"2020W10","Denmark","Total","Number","1 061","p"
"2020W10","Germany (until 1990 former territory of the FRG)","Total","Number","19 655","p"
"2020W10","Spain","Total","Number","8 382","p"
"2020W10","Italy","Total","Number","14 706","p"
"2020W10","Sweden","Total","Number","1 826",""
"2020W10","Switzerland","Total","Number","1 357","p"
"2020W10","United Kingdom","Total","Number","12 395","p"
"2020W11","Belgium","Total","Number","2 255","p"
"2020W11","Denmark","Total","Number","1 066","p"
"2020W11","Germany (until 1990 former territory of the FRG)","Total","Number","19 895","p"
"2020W11","Spain","Total","Number","9 402","p"
"2020W11","Italy","Total","Number","18 234","p"
"2020W11","Sweden","Total","Number","1 730",""
"2020W11","Switzerland","Total","Number","1 396","p"
"2020W11","United Kingdom","Total","Number","12 519","p"
"2020W12","Belgium","Total","Number","2 573","p"
"2020W12","Denmark","Total","Number","1 140","p"
"2020W12","Germany (until 1990 former territory of the FRG)","Total","Number","19 747","p"
"2020W12","Spain","Total","Number","12 726","p"
"2020W12","Italy","Total","Number","21 929","p"
"2020W12","Sweden","Total","Number","1 865",""
"2020W12","Switzerland","Total","Number","1 530","p"
"2020W12","United Kingdom","Total","Number","12 093","p"
"2020W13","Belgium","Total","Number","3 217","p"
"2020W13","Denmark","Total","Number","1 112","p"
"2020W13","Germany (until 1990 former territory of the FRG)","Total","Number","19 713","p"
"2020W13","Spain","Total","Number","19 682","p"
"2020W13","Italy","Total","Number","23 457","p"
"2020W13","Sweden","Total","Number","2 040",""
"2020W13","Switzerland","Total","Number","1 629","p"
"2020W13","United Kingdom","Total","Number","12 496","p"
"2020W14","Belgium","Total","Number","4 043","p"
"2020W14","Denmark","Total","Number","1 156","p"
"2020W14","Germany (until 1990 former territory of the FRG)","Total","Number","20 653","p"
"2020W14","Spain","Total","Number","20 809","p"
